Name,Age,Nationality,Last Club,Avg Points/Game,Profile URL
Do-heon Kim,,N/A,N/A,Do-heon Kim,https://www.transfermarkt.com/do-heon-kim/profil/trainer/74882
Mike Petke,,N/A,N/A,Mike Petke,https://www.transfermarkt.com/mike-petke/profil/trainer/18695
Carlos Castro,,N/A,N/A,Carlos Castro,https://www.transfermarkt.com/carlos-castro/profil/trainer/115549
Li Pang,,N/A,N/A,Li Pang,https://www.transfermarkt.com/li-pang/profil/trainer/31001
José Chamot,,N/A,N/A,José Chamot,https://www.transfermarkt.com/jose-chamot/profil/trainer/22248
Marcelo Méndez,,N/A,N/A,Marcelo Méndez,https://www.transfermarkt.com/marcelo-mendez/profil/trainer/53066
Steve Lomas,,N/A,N/A,Steve Lomas,https://www.transfermarkt.com/steve-lomas/profil/trainer/18110
Alois Schwartz,,N/A,N/A,Alois Schwartz,https://www.transfermarkt.com/alois-schwartz/profil/trainer/324
Vagner Mancini,,N/A,N/A,Vagner Mancini,https://www.transfermarkt.com/vagner-mancini/profil/trainer/5667
François Zahoui,,N/A,N/A,François Zahoui,https://www.transfermarkt.com/francois-zahoui/profil/trainer/15313
Mustafa Denizli,,N/A,N/A,Mustafa Denizli,https://www.transfermarkt.com/mustafa-denizli/profil/trainer/7875
Carlos Queiroz,,N/A,N/A,Carlos Queiroz,https://www.transfermarkt.com/carlos-queiroz/profil/trainer/552
Richard Wood,,N/A,N/A,Richard Wood,https://www.transfermarkt.com/richard-wood/profil/trainer/108796
Sebastián Botero,,N/A,N/A,Sebastián Botero,https://www.transfermarkt.com/sebastian-botero/profil/trainer/115807
Szabolcs Huszti,,N/A,N/A,Szabolcs Huszti,https://www.transfermarkt.com/szabolcs-huszti/profil/trainer/89505
David Gallego,,N/A,N/A,David Gallego,https://www.transfermarkt.com/david-gallego/profil/trainer/47220
Arif Asadov,,N/A,N/A,Arif Asadov,https://www.transfermarkt.com/arif-asadov/profil/trainer/27502
João Pedro Sousa,,N/A,N/A,João Pedro Sousa,https://www.transfermarkt.com/joao-pedro-sousa/profil/trainer/69953
Rainer Müller,,N/A,N/A,Rainer Müller,https://www.transfermarkt.com/rainer-muller/profil/trainer/48380
Igor Shalimov,,N/A,N/A,Igor Shalimov,https://www.transfermarkt.com/igor-shalimov/profil/trainer/41333
Javad Nekounam,,N/A,N/A,Javad Nekounam,https://www.transfermarkt.com/javad-nekounam/profil/trainer/48317
Christian Gross,,N/A,N/A,Christian Gross,https://www.transfermarkt.com/christian-gross/profil/trainer/532
Cavin Johnson,,N/A,N/A,Cavin Johnson,https://www.transfermarkt.com/cavin-johnson/profil/trainer/23301
Hedwiges Maduro,,N/A,N/A,Hedwiges Maduro,https://www.transfermarkt.com/hedwiges-maduro/profil/trainer/62754
Jacek Magiera,,N/A,N/A,Jacek Magiera,https://www.transfermarkt.com/jacek-magiera/profil/trainer/5483
Edison Aguirre,,N/A,N/A,Edison Aguirre,https://www.transfermarkt.com/edison-aguirre/profil/trainer/50250
Pepe Mel,,N/A,N/A,Pepe Mel,https://www.transfermarkt.com/pepe-mel/profil/trainer/6722
Gregorio Manzano,,N/A,N/A,Gregorio Manzano,https://www.transfermarkt.com/gregorio-manzano/profil/trainer/623
Andrea Stramaccioni,,N/A,N/A,Andrea Stramaccioni,https://www.transfermarkt.com/andrea-stramaccioni/profil/trainer/19857
