Name,Age,Nationality,Last Club,Avg Points/Game,Profile URL
José Néstor Pekerman,,N/A,N/A,José Néstor Pekerman,https://www.transfermarkt.com/jose-nestor-pekerman/profil/trainer/2541
Zoran Barisic,,N/A,N/A,Zoran Barisic,https://www.transfermarkt.com/zoran-barisic/profil/trainer/3773
Michal Bilek,,N/A,N/A,Michal Bilek,https://www.transfermarkt.com/michal-bilek/profil/trainer/2856
Cevat Güler,,N/A,N/A,Cevat Güler,https://www.transfermarkt.com/cevat-guler/profil/trainer/4710
Mauricio Larriera,,N/A,N/A,Mauricio Larriera,https://www.transfermarkt.com/mauricio-larriera/profil/trainer/22713
Cristian Vella,,N/A,N/A,Cristian Vella,https://www.transfermarkt.com/cristian-vella/profil/trainer/109039
Claudio Vivas,,N/A,N/A,Claudio Vivas,https://www.transfermarkt.com/claudio-vivas/profil/trainer/8814
Vincenzo Vivarini,,N/A,N/A,Vincenzo Vivarini,https://www.transfermarkt.com/vincenzo-vivarini/profil/trainer/10050
Alan Pardew,,N/A,N/A,Alan Pardew,https://www.transfermarkt.com/alan-pardew/profil/trainer/1988
Rafael Puente,,N/A,N/A,Rafael Puente,https://www.transfermarkt.com/rafael-puente/profil/trainer/50968
Yeray Rodriguez,,N/A,N/A,Yeray Rodriguez,https://www.transfermarkt.com/yeray-rodriguez/profil/trainer/120403
Beto,,N/A,N/A,Beto,https://www.transfermarkt.com/beto/profil/trainer/33884
Guti,,N/A,N/A,Guti,https://www.transfermarkt.com/guti/profil/trainer/30783
Rodolfo Arruabarrena,,N/A,N/A,Rodolfo Arruabarrena,https://www.transfermarkt.com/rodolfo-arruabarrena/profil/trainer/17428
Ignacio Ruvalcaba,,N/A,N/A,Ignacio Ruvalcaba,https://www.transfermarkt.com/ignacio-ruvalcaba/profil/trainer/83818
Ian Foster,,N/A,N/A,Ian Foster,https://www.transfermarkt.com/ian-foster/profil/trainer/9456
Mladen Krstajic,,N/A,N/A,Mladen Krstajic,https://www.transfermarkt.com/mladen-krstajic/profil/trainer/19459
Ricardo Lunari,,N/A,N/A,Ricardo Lunari,https://www.transfermarkt.com/ricardo-lunari/profil/trainer/22601
Sebastián Méndez,,N/A,N/A,Sebastián Méndez,https://www.transfermarkt.com/sebastian-mendez/profil/trainer/13505
José Manuel de la Torre,,N/A,N/A,José Manuel de la Torre,https://www.transfermarkt.com/jose-manuel-de-la-torre/profil/trainer/5108
Mario Carrillo,,N/A,N/A,Mario Carrillo,https://www.transfermarkt.com/mario-carrillo/profil/trainer/7690
Victor Pițurcă,,N/A,N/A,Victor Pițurcă,https://www.transfermarkt.com/victor-piturca/profil/trainer/3702
Paul Le Guen,,N/A,N/A,Paul Le Guen,https://www.transfermarkt.com/paul-le-guen/profil/trainer/1234
Alberto Aquilani,,N/A,N/A,Alberto Aquilani,https://www.transfermarkt.com/alberto-aquilani/profil/trainer/72911
Bob de Klerk,,N/A,N/A,Bob de Klerk,https://www.transfermarkt.com/bob-de-klerk/profil/trainer/30258
Frank de Boer,,N/A,N/A,Frank de Boer,https://www.transfermarkt.com/frank-de-boer/profil/trainer/8371
Dennis van Wijk,,N/A,N/A,Dennis van Wijk,https://www.transfermarkt.com/dennis-van-wijk/profil/trainer/1327
Cosmin Contra,,N/A,N/A,Cosmin Contra,https://www.transfermarkt.com/cosmin-contra/profil/trainer/16059
Laurenţiu Roşu,,N/A,N/A,Laurenţiu Roşu,https://www.transfermarkt.com/laurentiu-rosu/profil/trainer/14568
John Herdman,,N/A,N/A,John Herdman,https://www.transfermarkt.com/john-herdman/profil/trainer/58420
Marcelo Saralegui,,N/A,N/A,Marcelo Saralegui,https://www.transfermarkt.com/marcelo-saralegui/profil/trainer/34954
Olivier Guégan,,N/A,N/A,Olivier Guégan,https://www.transfermarkt.com/olivier-guegan/profil/trainer/24083
Yves Vanderhaeghe,,N/A,N/A,Yves Vanderhaeghe,https://www.transfermarkt.com/yves-vanderhaeghe/profil/trainer/6744
Oleksandr Kucher,,N/A,N/A,Oleksandr Kucher,https://www.transfermarkt.com/oleksandr-kucher/profil/trainer/82304
Luiz Fernando Iubel,,N/A,N/A,Luiz Fernando Iubel,https://www.transfermarkt.com/luiz-fernando-iubel/profil/trainer/93103
Neil Lennon,,N/A,N/A,Neil Lennon,https://www.transfermarkt.com/neil-lennon/profil/trainer/6266
Jorge Simão,,N/A,N/A,Jorge Simão,https://www.transfermarkt.com/jorge-simao/profil/trainer/34559
Sergen Yalçın,,N/A,N/A,Sergen Yalçın,https://www.transfermarkt.com/sergen-yalcin/profil/trainer/32128
Fahrudin Omerovic,,N/A,N/A,Fahrudin Omerovic,https://www.transfermarkt.com/fahrudin-omerovic/profil/trainer/1062
Torsten Lieberknecht,,N/A,N/A,Torsten Lieberknecht,https://www.transfermarkt.com/torsten-lieberknecht/profil/trainer/5236
Carlos Jara Saguier,,N/A,N/A,Carlos Jara Saguier,https://www.transfermarkt.com/carlos-jara-saguier/profil/trainer/2552
Carlos Tevez,,N/A,N/A,Carlos Tevez,https://www.transfermarkt.com/carlos-tevez/profil/trainer/104899
Juan Ramón López Caro,,N/A,N/A,Juan Ramón López Caro,https://www.transfermarkt.com/juan-ramon-lopez-caro/profil/trainer/2765
Daniel Garnero,,N/A,N/A,Daniel Garnero,https://www.transfermarkt.com/daniel-garnero/profil/trainer/6802
Bruno Pinheiro,,N/A,N/A,Bruno Pinheiro,https://www.transfermarkt.com/bruno-pinheiro/profil/trainer/64830
Leandro Greco,,N/A,N/A,Leandro Greco,https://www.transfermarkt.com/leandro-greco/profil/trainer/95229
Grégory Dufrennes,,N/A,N/A,Grégory Dufrennes,https://www.transfermarkt.com/gregory-dufrennes/profil/trainer/97887
David Deogracia,,N/A,N/A,David Deogracia,https://www.transfermarkt.com/david-deogracia/profil/trainer/119880
Edward Sturing,,N/A,N/A,Edward Sturing,https://www.transfermarkt.com/edward-sturing/profil/trainer/597
Edward Sturing,,N/A,N/A,Edward Sturing,https://www.transfermarkt.com/edward-sturing/profil/trainer/597
Alex,,N/A,N/A,Alex,https://www.transfermarkt.com/alex/profil/trainer/91297
Álvaro Pacheco,,N/A,N/A,Álvaro Pacheco,https://www.transfermarkt.com/alvaro-pacheco/profil/trainer/38406
Shota Arveladze,,N/A,N/A,Shota Arveladze,https://www.transfermarkt.com/shota-arveladze/profil/trainer/7849
Esteban Fuertes,,N/A,N/A,Esteban Fuertes,https://www.transfermarkt.com/esteban-fuertes/profil/trainer/54035
Constantin Gâlcă,,N/A,N/A,Constantin Gâlcă,https://www.transfermarkt.com/constantin-galca/profil/trainer/31157
Alessandro Mangiarratti,,N/A,N/A,Alessandro Mangiarratti,https://www.transfermarkt.com/alessandro-mangiarratti/profil/trainer/56302
Glen De Boeck,,N/A,N/A,Glen De Boeck,https://www.transfermarkt.com/glen-de-boeck/profil/trainer/2929
Fernando Jubero,,N/A,N/A,Fernando Jubero,https://www.transfermarkt.com/fernando-jubero/profil/trainer/30482
Phillip Cocu,,N/A,N/A,Phillip Cocu,https://www.transfermarkt.com/phillip-cocu/profil/trainer/6405
Alain Geiger,,N/A,N/A,Alain Geiger,https://www.transfermarkt.com/alain-geiger/profil/trainer/538
António Folha,,N/A,N/A,António Folha,https://www.transfermarkt.com/antonio-folha/profil/trainer/29823
José Luis Sánchez,,N/A,N/A,José Luis Sánchez,https://www.transfermarkt.com/jose-luis-sanchez/profil/trainer/5103
Ricardo Carbajal,,N/A,N/A,Ricardo Carbajal,https://www.transfermarkt.com/ricardo-carbajal/profil/trainer/16866
Julio César Falcioni,,N/A,N/A,Julio César Falcioni,https://www.transfermarkt.com/julio-cesar-falcioni/profil/trainer/5163
Gabriel Caballero,,N/A,N/A,Gabriel Caballero,https://www.transfermarkt.com/gabriel-caballero/profil/trainer/12169
Marco Paiva,,N/A,N/A,Marco Paiva,https://www.transfermarkt.com/marco-paiva/profil/trainer/88342
Giuseppe Iachini,,N/A,N/A,Giuseppe Iachini,https://www.transfermarkt.com/giuseppe-iachini/profil/trainer/2132
Magomed Adiev,,N/A,N/A,Magomed Adiev,https://www.transfermarkt.com/magomed-adiev/profil/trainer/17565
Zoran Mirkovic,,N/A,N/A,Zoran Mirkovic,https://www.transfermarkt.com/zoran-mirkovic/profil/trainer/41753
Giovanni Martusciello,,N/A,N/A,Giovanni Martusciello,https://www.transfermarkt.com/giovanni-martusciello/profil/trainer/18589
Stefano Colantuono,,N/A,N/A,Stefano Colantuono,https://www.transfermarkt.com/stefano-colantuono/profil/trainer/2127
Steven Defour,,N/A,N/A,Steven Defour,https://www.transfermarkt.com/steven-defour/profil/trainer/94448
Joaquín Caparrós,,N/A,N/A,Joaquín Caparrós,https://www.transfermarkt.com/joaquin-caparros/profil/trainer/1550
Luci Martín,,N/A,N/A,Luci Martín,https://www.transfermarkt.com/luci-martin/profil/trainer/4803
Volkan Demirel,,N/A,N/A,Volkan Demirel,https://www.transfermarkt.com/volkan-demirel/profil/trainer/72485
Pasquale Marino,,N/A,N/A,Pasquale Marino,https://www.transfermarkt.com/pasquale-marino/profil/trainer/3776
Dimitrios Grammozis,,N/A,N/A,Dimitrios Grammozis,https://www.transfermarkt.com/dimitrios-grammozis/profil/trainer/33411
Marco Schällibaum,,N/A,N/A,Marco Schällibaum,https://www.transfermarkt.com/marco-schallibaum/profil/trainer/536
José Guadalupe Cruz,,N/A,N/A,José Guadalupe Cruz,https://www.transfermarkt.com/jose-guadalupe-cruz/profil/trainer/5091
Fatih Tekke,,N/A,N/A,Fatih Tekke,https://www.transfermarkt.com/fatih-tekke/profil/trainer/29046
Aleksandr Tochilin,,N/A,N/A,Aleksandr Tochilin,https://www.transfermarkt.com/aleksandr-tochilin/profil/trainer/35091
Youssef Manai,,N/A,N/A,Youssef Manai,https://www.transfermarkt.com/youssef-manai/profil/trainer/93267
Miguel Ángel Lotina,,N/A,N/A,Miguel Ángel Lotina,https://www.transfermarkt.com/miguel-angel-lotina/profil/trainer/630
Altin Lala,,N/A,N/A,Altin Lala,https://www.transfermarkt.com/altin-lala/profil/trainer/34246
Estephano Neto,,N/A,N/A,Estephano Neto,https://www.transfermarkt.com/estephano-neto/profil/trainer/132406
Rubén Romano,,N/A,N/A,Rubén Romano,https://www.transfermarkt.com/ruben-romano/profil/trainer/5102
David Guion,,N/A,N/A,David Guion,https://www.transfermarkt.com/david-guion/profil/trainer/5753
Germán Burgos,,N/A,N/A,Germán Burgos,https://www.transfermarkt.com/german-burgos/profil/trainer/18569
Ali Çamdalı,,N/A,N/A,Ali Çamdalı,https://www.transfermarkt.com/ali-camdali/profil/trainer/119905
Gustavo Munúa,,N/A,N/A,Gustavo Munúa,https://www.transfermarkt.com/gustavo-munua/profil/trainer/40987
Bülent Uygun,,N/A,N/A,Bülent Uygun,https://www.transfermarkt.com/bulent-uygun/profil/trainer/5014
Pablo Repetto,,N/A,N/A,Pablo Repetto,https://www.transfermarkt.com/pablo-repetto/profil/trainer/15809
Stéphane Moulin,,N/A,N/A,Stéphane Moulin,https://www.transfermarkt.com/stephane-moulin/profil/trainer/19460
Serse Cosmi,,N/A,N/A,Serse Cosmi,https://www.transfermarkt.com/serse-cosmi/profil/trainer/520
Álvaro Recoba,,N/A,N/A,Álvaro Recoba,https://www.transfermarkt.com/alvaro-recoba/profil/trainer/87685
Baltemar Brito,,N/A,N/A,Baltemar Brito,https://www.transfermarkt.com/baltemar-brito/profil/trainer/1689
Baciro Candé,,N/A,N/A,Baciro Candé,https://www.transfermarkt.com/baciro-cande/profil/trainer/51307
Patrice Garande,,N/A,N/A,Patrice Garande,https://www.transfermarkt.com/patrice-garande/profil/trainer/5747
Aitor Karanka,,N/A,N/A,Aitor Karanka,https://www.transfermarkt.com/aitor-karanka/profil/trainer/7616
Leonardo Madelón,,N/A,N/A,Leonardo Madelón,https://www.transfermarkt.com/leonardo-madelon/profil/trainer/7837
Bruno Baltazar,,N/A,N/A,Bruno Baltazar,https://www.transfermarkt.com/bruno-baltazar/profil/trainer/31342
Paul Warne,,N/A,N/A,Paul Warne,https://www.transfermarkt.com/paul-warne/profil/trainer/50470
Adrian Iencsi,,N/A,N/A,Adrian Iencsi,https://www.transfermarkt.com/adrian-iencsi/profil/trainer/31111
Cristiano Bergodi,,N/A,N/A,Cristiano Bergodi,https://www.transfermarkt.com/cristiano-bergodi/profil/trainer/4790
Karel Geraerts,,N/A,N/A,Karel Geraerts,https://www.transfermarkt.com/karel-geraerts/profil/trainer/54653
Tolunay Kafkas,,N/A,N/A,Tolunay Kafkas,https://www.transfermarkt.com/tolunay-kafkas/profil/trainer/5006
Ivaylo Petev,,N/A,N/A,Ivaylo Petev,https://www.transfermarkt.com/ivaylo-petev/profil/trainer/21500
Jaime Pacheco,,N/A,N/A,Jaime Pacheco,https://www.transfermarkt.com/jaime-pacheco/profil/trainer/1037
Christos Kontis,,N/A,N/A,Christos Kontis,https://www.transfermarkt.com/christos-kontis/profil/trainer/44377
Sinan Kaloğlu,,N/A,N/A,Sinan Kaloğlu,https://www.transfermarkt.com/sinan-kaloglu/profil/trainer/84667
Milan Lesnjak,,N/A,N/A,Milan Lesnjak,https://www.transfermarkt.com/milan-lesnjak/profil/trainer/22897
José Gavica,,N/A,N/A,José Gavica,https://www.transfermarkt.com/jose-gavica/profil/trainer/69286
Rıza Çalımbay,,N/A,N/A,Rıza Çalımbay,https://www.transfermarkt.com/riza-calimbay/profil/trainer/789
Mischa Visser,,N/A,N/A,Mischa Visser,https://www.transfermarkt.com/mischa-visser/profil/trainer/35427
Walter Guerrero,,N/A,N/A,Walter Guerrero,https://www.transfermarkt.com/walter-guerrero/profil/trainer/30540
Gert Verheyen,,N/A,N/A,Gert Verheyen,https://www.transfermarkt.com/gert-verheyen/profil/trainer/3628
Lúcio Antunes,,N/A,N/A,Lúcio Antunes,https://www.transfermarkt.com/lucio-antunes/profil/trainer/15885
Thierry Siquet,,N/A,N/A,Thierry Siquet,https://www.transfermarkt.com/thierry-siquet/profil/trainer/5593
Gérard Prêcheur,,N/A,N/A,Gérard Prêcheur,https://www.transfermarkt.com/gerard-precheur/profil/trainer/136418
Patrice Sauvaget,,N/A,N/A,Patrice Sauvaget,https://www.transfermarkt.com/patrice-sauvaget/profil/trainer/12798
Nicolas Seube,,N/A,N/A,Nicolas Seube,https://www.transfermarkt.com/nicolas-seube/profil/trainer/101371
Bolo,,N/A,N/A,Bolo,https://www.transfermarkt.com/bolo/profil/trainer/10642
Atsuhiro Miura,,N/A,N/A,Atsuhiro Miura,https://www.transfermarkt.com/atsuhiro-miura/profil/trainer/84195
Jorginho,,N/A,N/A,Jorginho,https://www.transfermarkt.com/jorginho/profil/trainer/3622
Steven Naismith,,N/A,N/A,Steven Naismith,https://www.transfermarkt.com/steven-naismith/profil/trainer/93323
Wesley Sonck,,N/A,N/A,Wesley Sonck,https://www.transfermarkt.com/wesley-sonck/profil/trainer/55314
Ignacio Sánchez,,N/A,N/A,Ignacio Sánchez,https://www.transfermarkt.com/ignacio-sanchez/profil/trainer/57250
Ivan Tomic,,N/A,N/A,Ivan Tomic,https://www.transfermarkt.com/ivan-tomic/profil/trainer/5966
William,,N/A,N/A,William,https://www.transfermarkt.com/william/profil/trainer/48931
Julio Comesaña,,N/A,N/A,Julio Comesaña,https://www.transfermarkt.com/julio-comesana/profil/trainer/10787
Alexander Zorniger,,N/A,N/A,Alexander Zorniger,https://www.transfermarkt.com/alexander-zorniger/profil/trainer/1145
Nélson,,N/A,N/A,Nélson,https://www.transfermarkt.com/nelson/profil/trainer/19952
Yuri Utkulbaev,,N/A,N/A,Yuri Utkulbaev,https://www.transfermarkt.com/yuri-utkulbaev/profil/trainer/44094
Mauro Gerk,,N/A,N/A,Mauro Gerk,https://www.transfermarkt.com/mauro-gerk/profil/trainer/79821
Adam Nawalka,,N/A,N/A,Adam Nawalka,https://www.transfermarkt.com/adam-nawalka/profil/trainer/4119
Amadou Pathe Diallo,,N/A,N/A,Amadou Pathe Diallo,https://www.transfermarkt.com/amadou-pathe-diallo/profil/trainer/24403
Kamal Akhlaf,,N/A,N/A,Kamal Akhlaf,https://www.transfermarkt.com/kamal-akhlaf/profil/trainer/49911
Rui Águas,,N/A,N/A,Rui Águas,https://www.transfermarkt.com/rui-aguas/profil/trainer/2688
Diego Gavilán,,N/A,N/A,Diego Gavilán,https://www.transfermarkt.com/diego-gavilan/profil/trainer/51327
Efraín Juárez,,N/A,N/A,Efraín Juárez,https://www.transfermarkt.com/efrain-juarez/profil/trainer/77564
Jesualdo Ferreira,,N/A,N/A,Jesualdo Ferreira,https://www.transfermarkt.com/jesualdo-ferreira/profil/trainer/1572
Daniel Ramos,,N/A,N/A,Daniel Ramos,https://www.transfermarkt.com/daniel-ramos/profil/trainer/7561
Des Buckingham,,N/A,N/A,Des Buckingham,https://www.transfermarkt.com/des-buckingham/profil/trainer/51006
Mariano Soso,,N/A,N/A,Mariano Soso,https://www.transfermarkt.com/mariano-soso/profil/trainer/38746
José Carlos Granero,,N/A,N/A,José Carlos Granero,https://www.transfermarkt.com/jose-carlos-granero/profil/trainer/6448
Paulo Sérgio,,N/A,N/A,Paulo Sérgio,https://www.transfermarkt.com/paulo-sergio/profil/trainer/5628
Tayfur Havutçu,,N/A,N/A,Tayfur Havutçu,https://www.transfermarkt.com/tayfur-havutcu/profil/trainer/7877
Joseba Etxeberria,,N/A,N/A,Joseba Etxeberria,https://www.transfermarkt.com/joseba-etxeberria/profil/trainer/36786
Pierpaolo Bisoli,,N/A,N/A,Pierpaolo Bisoli,https://www.transfermarkt.com/pierpaolo-bisoli/profil/trainer/2238
Sasa Ilic,,N/A,N/A,Sasa Ilic,https://www.transfermarkt.com/sasa-ilic/profil/trainer/71972
Arturo Reyes,,N/A,N/A,Arturo Reyes,https://www.transfermarkt.com/arturo-reyes/profil/trainer/27311
Sebastián Romero,,N/A,N/A,Sebastián Romero,https://www.transfermarkt.com/sebastian-romero/profil/trainer/111794
Goran Tomic,,N/A,N/A,Goran Tomic,https://www.transfermarkt.com/goran-tomic/profil/trainer/20830
Sergey Yuran,,N/A,N/A,Sergey Yuran,https://www.transfermarkt.com/sergey-yuran/profil/trainer/2835
Goran Stanić,,N/A,N/A,Goran Stanić,https://www.transfermarkt.com/goran-stanic/profil/trainer/128253
Massimo Ficcadenti,,N/A,N/A,Massimo Ficcadenti,https://www.transfermarkt.com/massimo-ficcadenti/profil/trainer/2128
Imanol Idiakez,,N/A,N/A,Imanol Idiakez,https://www.transfermarkt.com/imanol-idiakez/profil/trainer/20198
Roberto Venturato,,N/A,N/A,Roberto Venturato,https://www.transfermarkt.com/roberto-venturato/profil/trainer/12121
Cláudio Tencati,,N/A,N/A,Cláudio Tencati,https://www.transfermarkt.com/claudio-tencati/profil/trainer/38445
Pascal Dupraz,,N/A,N/A,Pascal Dupraz,https://www.transfermarkt.com/pascal-dupraz/profil/trainer/8872
Tomislav Stipic,,N/A,N/A,Tomislav Stipic,https://www.transfermarkt.com/tomislav-stipic/profil/trainer/29973
Patrick Gabriel,,N/A,N/A,Patrick Gabriel,https://www.transfermarkt.com/patrick-gabriel/profil/trainer/27415
Alain Casanova,,N/A,N/A,Alain Casanova,https://www.transfermarkt.com/alain-casanova/profil/trainer/5034
Mehmed Bazdarevic,,N/A,N/A,Mehmed Bazdarevic,https://www.transfermarkt.com/mehmed-bazdarevic/profil/trainer/1461
Salem Rabie,,N/A,N/A,Salem Rabie,https://www.transfermarkt.com/salem-rabie/profil/trainer/86382
Pedro Morilla,,N/A,N/A,Pedro Morilla,https://www.transfermarkt.com/pedro-morilla/profil/trainer/6464
Bruno Berner,,N/A,N/A,Bruno Berner,https://www.transfermarkt.com/bruno-berner/profil/trainer/26972
Alberto Gamero,,N/A,N/A,Alberto Gamero,https://www.transfermarkt.com/alberto-gamero/profil/trainer/9496
Valdas Dambrauskas,,N/A,N/A,Valdas Dambrauskas,https://www.transfermarkt.com/valdas-dambrauskas/profil/trainer/19743
Paulo Duarte,,N/A,N/A,Paulo Duarte,https://www.transfermarkt.com/paulo-duarte/profil/trainer/4361
Lluís Carreras,,N/A,N/A,Lluís Carreras,https://www.transfermarkt.com/lluis-carreras/profil/trainer/19429
Jean-Marc Furlan,,N/A,N/A,Jean-Marc Furlan,https://www.transfermarkt.com/jean-marc-furlan/profil/trainer/2680
Kim Bergstrand,,N/A,N/A,Kim Bergstrand,https://www.transfermarkt.com/kim-bergstrand/profil/trainer/16050
Ricardo Calle,,N/A,N/A,Ricardo Calle,https://www.transfermarkt.com/ricardo-calle/profil/trainer/68952
Borja Lema,,N/A,N/A,Borja Lema,https://www.transfermarkt.com/borja-lema/profil/trainer/110648
Michael Valkanis,,N/A,N/A,Michael Valkanis,https://www.transfermarkt.com/michael-valkanis/profil/trainer/20119
Maik Walpurgis,,N/A,N/A,Maik Walpurgis,https://www.transfermarkt.com/maik-walpurgis/profil/trainer/775
Stamen Belchev,,N/A,N/A,Stamen Belchev,https://www.transfermarkt.com/stamen-belchev/profil/trainer/41561
Valeriu Bordeanu,,N/A,N/A,Valeriu Bordeanu,https://www.transfermarkt.com/valeriu-bordeanu/profil/trainer/32351
René Aufhauser,,N/A,N/A,René Aufhauser,https://www.transfermarkt.com/rene-aufhauser/profil/trainer/35460
Sergey Ignashevich,,N/A,N/A,Sergey Ignashevich,https://www.transfermarkt.com/sergey-ignashevich/profil/trainer/62001
Álex Aguinaga,,N/A,N/A,Álex Aguinaga,https://www.transfermarkt.com/alex-aguinaga/profil/trainer/15184
Lisca,,N/A,N/A,Lisca,https://www.transfermarkt.com/lisca/profil/trainer/37824
Moacir Pereira,,N/A,N/A,Moacir Pereira,https://www.transfermarkt.com/moacir-pereira/profil/trainer/22347
Nikolay Kostov,,N/A,N/A,Nikolay Kostov,https://www.transfermarkt.com/nikolay-kostov/profil/trainer/6265
Bozidar Bandovic,,N/A,N/A,Bozidar Bandovic,https://www.transfermarkt.com/bozidar-bandovic/profil/trainer/9287
Álvaro Gutiérrez,,N/A,N/A,Álvaro Gutiérrez,https://www.transfermarkt.com/alvaro-gutierrez/profil/trainer/34987
Giannis Ioannou,,N/A,N/A,Giannis Ioannou,https://www.transfermarkt.com/giannis-ioannou/profil/trainer/50085
Alberto López,,N/A,N/A,Alberto López,https://www.transfermarkt.com/alberto-lopez/profil/trainer/32662
Vítor Campelos,,N/A,N/A,Vítor Campelos,https://www.transfermarkt.com/vitor-campelos/profil/trainer/38447
Harry Kewell,,N/A,N/A,Harry Kewell,https://www.transfermarkt.com/harry-kewell/profil/trainer/49141
Fabian Müller,,N/A,N/A,Fabian Müller,https://www.transfermarkt.com/fabian-muller/profil/trainer/6403
Weiguo Peng,,N/A,N/A,Weiguo Peng,https://www.transfermarkt.com/weiguo-peng/profil/trainer/13222
Carlos Asprilla,,N/A,N/A,Carlos Asprilla,https://www.transfermarkt.com/carlos-asprilla/profil/trainer/61262
Stanislav Cherchesov,,N/A,N/A,Stanislav Cherchesov,https://www.transfermarkt.com/stanislav-cherchesov/profil/trainer/2073
Levir Culpi,,N/A,N/A,Levir Culpi,https://www.transfermarkt.com/levir-culpi/profil/trainer/7592
Paul Lambert,,N/A,N/A,Paul Lambert,https://www.transfermarkt.com/paul-lambert/profil/trainer/2460
Talgat Baysufinov,,N/A,N/A,Talgat Baysufinov,https://www.transfermarkt.com/talgat-baysufinov/profil/trainer/19929
Andrea Mandorlini,,N/A,N/A,Andrea Mandorlini,https://www.transfermarkt.com/andrea-mandorlini/profil/trainer/1294
Miroslav Djukic,,N/A,N/A,Miroslav Djukic,https://www.transfermarkt.com/miroslav-djukic/profil/trainer/3778
Michael Schiele,,N/A,N/A,Michael Schiele,https://www.transfermarkt.com/michael-schiele/profil/trainer/15390
Asier Garitano,,N/A,N/A,Asier Garitano,https://www.transfermarkt.com/asier-garitano/profil/trainer/7921
Markus Kauczinski,,N/A,N/A,Markus Kauczinski,https://www.transfermarkt.com/markus-kauczinski/profil/trainer/6086
Trond Sollied,,N/A,N/A,Trond Sollied,https://www.transfermarkt.com/trond-sollied/profil/trainer/1097
Jorge Leitão,,N/A,N/A,Jorge Leitão,https://www.transfermarkt.com/jorge-leitao/profil/trainer/52601
Rémi Garde,,N/A,N/A,Rémi Garde,https://www.transfermarkt.com/remi-garde/profil/trainer/3736
Stanislav Genchev,,N/A,N/A,Stanislav Genchev,https://www.transfermarkt.com/stanislav-genchev/profil/trainer/56528
İbrahim Üzülmez,,N/A,N/A,İbrahim Üzülmez,https://www.transfermarkt.com/ibrahim-uzulmez/profil/trainer/43477
Nicolás Núñez,,N/A,N/A,Nicolás Núñez,https://www.transfermarkt.com/nicolas-nunez/profil/trainer/90539
Özhan Pulat,,N/A,N/A,Özhan Pulat,https://www.transfermarkt.com/ozhan-pulat/profil/trainer/71537
Mahdi Ali,,N/A,N/A,Mahdi Ali,https://www.transfermarkt.com/mahdi-ali/profil/trainer/11710
Hassan Benabicha,,N/A,N/A,Hassan Benabicha,https://www.transfermarkt.com/hassan-benabicha/profil/trainer/25332
Javier Clemente,,N/A,N/A,Javier Clemente,https://www.transfermarkt.com/javier-clemente/profil/trainer/2661
Nicolas Sahnoun,,N/A,N/A,Nicolas Sahnoun,https://www.transfermarkt.com/nicolas-sahnoun/profil/trainer/34245
Predrag Jokanovic,,N/A,N/A,Predrag Jokanovic,https://www.transfermarkt.com/predrag-jokanovic/profil/trainer/4441
Cuco Ziganda,,N/A,N/A,Cuco Ziganda,https://www.transfermarkt.com/cuco-ziganda/profil/trainer/3270
Nick Barmby,,N/A,N/A,Nick Barmby,https://www.transfermarkt.com/nick-barmby/profil/trainer/21790
Molefi Ntseki,,N/A,N/A,Molefi Ntseki,https://www.transfermarkt.com/molefi-ntseki/profil/trainer/41896
Juvenal Olmos,,N/A,N/A,Juvenal Olmos,https://www.transfermarkt.com/juvenal-olmos/profil/trainer/15820
Maciej Kedziorek,,N/A,N/A,Maciej Kedziorek,https://www.transfermarkt.com/maciej-kedziorek/profil/trainer/57322
Francis Gillot,,N/A,N/A,Francis Gillot,https://www.transfermarkt.com/francis-gillot/profil/trainer/2046
Facundo Sava,,N/A,N/A,Facundo Sava,https://www.transfermarkt.com/facundo-sava/profil/trainer/23781
Takis Gonias,,N/A,N/A,Takis Gonias,https://www.transfermarkt.com/takis-gonias/profil/trainer/30823
Kresimir Rezic,,N/A,N/A,Kresimir Rezic,https://www.transfermarkt.com/kresimir-rezic/profil/trainer/72035
Bobby Williamson,,N/A,N/A,Bobby Williamson,https://www.transfermarkt.com/bobby-williamson/profil/trainer/660
Cristian Brocchi,,N/A,N/A,Cristian Brocchi,https://www.transfermarkt.com/cristian-brocchi/profil/trainer/35229
Dominik Thalhammer,,N/A,N/A,Dominik Thalhammer,https://www.transfermarkt.com/dominik-thalhammer/profil/trainer/1089
Wei Hao,,N/A,N/A,Wei Hao,https://www.transfermarkt.com/wei-hao/profil/trainer/14730
Borimir Perkovic,,N/A,N/A,Borimir Perkovic,https://www.transfermarkt.com/borimir-perkovic/profil/trainer/7971
Miquel Soler,,N/A,N/A,Miquel Soler,https://www.transfermarkt.com/miquel-soler/profil/trainer/28037
Benoît Cauet,,N/A,N/A,Benoît Cauet,https://www.transfermarkt.com/benoit-cauet/profil/trainer/39452
Alejandro Orfila,,N/A,N/A,Alejandro Orfila,https://www.transfermarkt.com/alejandro-orfila/profil/trainer/58917
Franklin Salas,,N/A,N/A,Franklin Salas,https://www.transfermarkt.com/franklin-salas/profil/trainer/54729
Jacozinho,,N/A,N/A,Jacozinho,https://www.transfermarkt.com/jacozinho/profil/trainer/74918
Ranko Popovic,,N/A,N/A,Ranko Popovic,https://www.transfermarkt.com/ranko-popovic/profil/trainer/5584
Safet Susic,,N/A,N/A,Safet Susic,https://www.transfermarkt.com/safet-susic/profil/trainer/2026
